movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date
,,"Doru Bem, Ciprian Chiriches, Ana Ciontea, Ioan Coman, George Dinu, Gábor Erdei, Bogdan Farcas, Cristina Flutur, Simona Ghita, Nicoleta Lefter, Iulian Postelnicu, Mihaela Sirbu, Palfi Tibor",Drame,"Roumanie, France, Suisse, Turquie",Andrei Cohn,tt21050630,,27,,6.6,133, Gefilte Fish,,"Bord Cadre Films, Mandragora, Shellac Films","Leiba runs the village inn in the 1900s, acting as a meeting point for Christians and Jews alike, however the conviviality masks racism and anti-Semitism.",Semaine Sainte,https://www.imdb.com/title/tt21050630/?ref_=rlm,,10-04-2024
,,"Ian Boechat, Kaique Brito, Erom Cordeiro, Lucas da Silva, Maya de Vicq, Alaylson Emanuel, Ivana Iza, Maeve Jinkings, Eduarda Samara, Elany Santos",Drame,"Brésil, France, Italie","Nara Normande, Tião",tt26245778,,105,,6.7,91, Sem Coração,https://m.media-amazon.com/images/M/MV5BNDM3YzJmNWItZGZhYi00MzQxLWIxMmEtNmJhNzJkNjM0ZGE5XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_.jpg,"Les Valseurs, Nefertiti Film, CinemaScópio","Summer 1996, Brazil. Tamara is enjoying her last weeks at the village she lives in before departing to Brasilia. One day, she hears about a teenager nicknamed Heartless. During the summer, Tamara feels a growing attraction for this girl.",Sans Coeur,https://www.imdb.com/title/tt26245778/?ref_=rlm,,10-04-2024
,7194000,"Nadia Tereszkiewicz, Benoît Magimel, Benjamin Biolay, Guillaume Gouix, Gustave Kervern, Anna Biolay, Eugène Marcuse, Juliette Armanet, Serge Bozon, Peri Bourgogne, Lucas Englander, Aurélia Petit, Julien Drion, Laurent Dassault, Frédéric Sauzay, Jérémie Bergerac, Aminthe Audiard, Victoria Amador","Drame, Historique","France, Belgique",Stéphanie Di Giusto,tt26342863,,116,,6.9,115,,https://m.media-amazon.com/images/M/MV5BZTJiODRmMzMtNzEwZC00MDExLWJiMmYtNjcyNzBmOTI0ZDgxXkEyXkFqcGdeQXVyNjc2MjgxNzg@._V1_.jpg,"Trésor Films, Gaumont, Laurent Dassault Rond-Point",L'histoire de la première attraction pour femmes à barbe.,Rosalie,https://www.imdb.com/title/tt26342863/?ref_=rlm,,10-04-2024
158951,,"Hitoshi Omika, Ryô Nishikawa, Ryûji Kosaka, Ayaka Shibutani, Hazuki Kikuchi, Hiroyuki Miura, Yoshinori Miyata, Taijirô Tamura, Yûto Torii",Drame,Japon,Ryûsuke Hamaguchi,tt28490044,79,19000,687,7.2,106, Aku Wa Sonzai Shinai,https://m.media-amazon.com/images/M/MV5BN2MzY2M2MjAtYjA1ZS00ZTRlLThjYzAtMzU5Y2E0MWM4NjBhXkEyXkFqcGdeQXVyMTExNzU3NTU1._V1_.jpg,"Fictive, NEOPA","Takumi et sa fille Hana vivent dans le village de Mizubiki, près de Tokyo. Un jour, les habitants du village prennent connaissance d'un projet de construction d'un camping, offrant aux citadins une ""évasion"" confortable dans la nature.",Le Mal N'Existe Pas,https://www.imdb.com/title/tt28490044/?ref_=rlm,,10-04-2024
2111940,,"Rodrigo Santoro, Marcelo Adnet, Alice Braga, Keith Silverstein, Ian James Corlett, Luis Bermudez, Laila McCann, Debra Wilson, Christopher Corey Smith, Triya Leong, Rachel Butera, Misty Lee, Rick Zieff, David Lodge, Bill Rogers, Karen Strassman, Mark Lewis, Nisa Ward","Animation, Aventure, Comédie Musicale","Brésil, Inde","Alois Di Leo, Sergio Machado, René Veilleux",tt8637446,,70,,5.5,84, Noah'S Ark,https://m.media-amazon.com/images/M/MV5BYWEzY2I2NjUtMWFhZS00NTE1LTgxYjYtNTMzM2IyMjJkNmM1XkEyXkFqcGdeQXVyMzY3MzcyNTE@._V1_.jpg,"Globo Filmes, Gullane, NIP",A pair of mice attempt to board Noah's Ark.,Les Aventuriers De L'Arche De Noé,https://www.imdb.com/title/tt8637446/?ref_=rlm,,10-04-2024
64120,,"Karin Anglin, Clé Bennett, John Eric Bentley, Diontae Black, Róbert Bolla, Péter Bozsó, Lorne Cardinal, Csaba Debreczeny, Álmos Elõd, András Faragó, Bill Farmer, Áron Gauder, Armand Kautzky, Luca Kis-Kovács, R. Martin Klein, Danny Kramer, Priscilla Landham, David Mattle","Animation, Action, Aventure",Hongrie,Áron Gauder,tt11736638,,414,,7.3,103, Kojot Négy Lelke,https://m.media-amazon.com/images/M/MV5BOTYyNWYxMjktNjkwZi00ZjJhLWFlZjAtZjc3YTFhM2JmMmY3XkEyXkFqcGdeQXVyMTczNzE0MzU@._V1_.jpg,Cinemon Entertainment,"Native American protesters confront an oil pipeline project, down the hill from their ancestral land. The grandfather evokes the tale of Creation, reminding all of us that we need to find our place in the great circle of creatures.",Les 4 Âmes Du Coyote,https://www.imdb.com/title/tt11736638/?ref_=rlm,,10-04-2024
,,"Nell Tiger Free, Ralph Ineson, Sonia Braga, Tawfeek Barhom, Maria Caballero, Charles Dance, Bill Nighy, Nicole Sorace, Ishtar Currie-Wilson, Andrea Arcangeli, Guido Quaglione, Dora Romano, Michelangelo Dalisi, Anton Alexander, Mia McGovern Zaini, Eugenia Delbue, Charita Cecamore, Federica Santoro",Horreur,"États-Unis, Italie, Royaume-Uni, Canada, Serbie",Arkasha Stevenson,tt5672290,64,19000,65,7.0,120, The First Omen,https://m.media-amazon.com/images/M/MV5BNWZkMmE1ODItOTIyNy00ODQyLTkyZDQtNTE2Zjk1MzliNzc2XkEyXkFqcGdeQXVyMTY3ODkyNDkz._V1_.jpg,"20th Century Studios, Phantom Four Films, Abbey Road Studios","Une jeune Américaine est envoyée à Rome pour commencer une vie au service de l'Église, mais elle est confrontée à des ténèbres qui l'amènent à remettre sa foi en question et à découvrir une terrifiante conspiration.",La Malédiction: L'Origine,https://www.imdb.com/title/tt5672290/?ref_=rlm,,10-04-2024
,,,Documentaire,France,Nicolas Philibert,tt31831104,,,,,72,,https://m.media-amazon.com/images/M/MV5BOGE0ODZkOTAtNTAzZS00NTRjLWJjZTItMTJiMzczZGQ2MmRkXkEyXkFqcGdeQXVyMDA5MDg4Nw@@._V1_.jpg,TS Productions,,La Machine À Écrire Et Autres Sources De Tracas,https://www.imdb.com/title/tt31831104/?ref_=rlm,,17-04-2024
488140,100000,"Alan Nehama, Dutch Welch, Aliya Campbell, Donald McQueen, Vilma Ortiz Donovan, Sarah Elizabeth Grace, Eileen Weisinger, Catherine Taaffe, Josh Philip Weinstein, Brian Kelly, Tarina Webb, Jessica Chastain, Brooke Timber, Karen Roach, Anthony Aikens, Mario Moreno, Rick Firpi, Oriana Venchiarutti",Drame,"Mexique, États-Unis",Michel Franco,tt19864828,71,32000,936,6.6,103,,https://m.media-amazon.com/images/M/MV5BODY0OWE3NTAtZjJkMS00YjVlLWJiZDktMzViMDE3Y2Q2MWQ0XkEyXkFqcGdeQXVyMDA4NzMyOA@@._V1_.jpg,"High Frequency Entertainment, Teorema, Case Study Films",Sylvia est une assistante sociale qui mène une vie simple et structurée. Cette vie est bouleversée lorsque Saul la suit chez elle après leur réunion d'anciens élèves. Leur rencontre surprise aura un impact profond sur eux deux.,Memory,https://www.imdb.com/title/tt19864828/?ref_=rlm,381052,29-05-2024
1674900,,"Santiago Sandoval, Fernando Cuautle, Esteban Caicedo, Isabel Yudice, Mónica Del Carmen, Roberto Ramos, Alejandrina Osorio, Ivan Flores, German Carrizales, .Carlos Gerardo Garcia Silva, Salvador Rico, Ricardo Tadeo, Ari Axel Hernandez, David Deleo, Diego Resendiz, Iván González, Daniel Montano, Lourdes Millan","Drame, Mystère, Thriller","Mexique, Suède",David Zonana,tt24079846,,12000,,6.8,88,,https://m.media-amazon.com/images/M/MV5BYmQ4YTE2MWUtMmI4Yi00NTYxLThkNTctY2RkYjhmMTJmYTI1XkEyXkFqcGdeQXVyNjM0MTI4Mw@@._V1_.jpg,"Filmadora, Film i Väst","Luis, un jeune homme de 18 ans aux racines indigènes, entre à l'École militaire héroïque dans l'espoir de s'assurer un meilleur avenir.",Heroico,https://www.imdb.com/title/tt24079846/?ref_=rlm,,22-05-2024
